COMPANY_NAME,PT_SEAFOOD_DATABASE_ID,COUNTRY_HQ,MAIN_SEGMENT,SEG_FEED,SEG_FISHING,SEG_AQUACULTURE,SEG_PROCESSING,SEG_WHOLESALE,SEG_RETAIL,SEG_FOODSERVICE,DESCRIPTION,WEBSITE,REVENUE_USD_MN,MARKET_CAP_USD_MN,EBIT_MARGIN,RETURN_ON_EQUITY,ENTERPRISE_VALUE_USD_MN,NET_DEBT_EBITDA,SUSTAINABILITY_ASSESSMENT_CAT1_TRANSPARENCY_SCORE,SUSTAINABILITY_ASSESSMENT_CAT2_OCEAN_HEALTH_SCORE,SUSTAINABILITY_ASSESSMENT_CAT3_MANAGEMENT_GOVERNANCE_SCORE,SUSTAINABILITY_ASSESSMENT_CAT4_FISHING_PRACTICES_SCORE,SUSTAINABILITY_ASSESSMENT_CAT5_COMPLIANCE_ENFORCEMENT_SCORE,SUSTAINABILITY_ASSESSMENT_CAT6_STOCK_SUSTAINABILITY_SCORE,REPORTING_PRECISION,N_DISTINCT_COUNTRIES,N_DISTINCT_SPECIES,SPECIES_CLEAN,REGIONS
NOSUI CORP,ID_161,Japan,Integrated,No,No,No,Yes,Yes,Yes,No,"Nosui Corp. is a Japanese company specializing in the processing, wholesale, and distribution of seafood (including shrimp and frozen fish) along with other frozen products like vegetables and prepared foods.",,,,,,,,1,1,1,1,1,1,0.5906245282,3,3,"Ostreidae, Pandalus Nipponensis","Japan, Russia, South Korea"
NOVA AUSTRAL,ID_162,Chile,Aquaculture,No,No,Yes,Yes,Yes,No,No,Nova Austral is a Chilean company focused exclusively on salmon farming within the country.,https://nova-austral.cl,,,,,,,2,1,2,0,1,0,1,7,2,"Atlantic Salmon, Salmo Salar","Chilean Antartica, Magallanes, Magallanes And Chilean Antarctic Region, Chile, Porvenir, Porvenir, Chile, Punta Arenas, Santiago"
NTACO CORP,ID_163,Viet Nam,Aquaculture,No,No,Yes,Yes,Yes,Yes,No,"NTACO Corporation, based in Long Xuyen, Vietnam, specializes in the cultivation, processing, and trading of Tra/Basa fish (Pangasius Hypophthalmus), as well as associated products like Pangasius Oil and Pangasius Meal.",http://www.ntacocorp.com.vn,0,,,,,-4708.605415208,1,2,1,0,1,0,1,1,3,"Pangasius Hypophthalmus, Tra Fish/Basa Fish (Pangasius Hypophthalmus)","An Giang Province, Vietnam"
NUEVA PESCANOVA,ID_164,Spain,Integrated,No,Yes,Yes,Yes,No,Yes,No,"Nueva Pescanova is a Spanish multinational seafood company involved in the entire supply chain, from fishing and farming to processing. The group is one of the world’s largest producers of shrimp.",nuevapescanova.com,,,,,,,2,2,3,1,2,3,0.6693830332,22,31,"Bonito, Bramidae, Breaded Prawn, Chipiron, Cod, Crab, Hake, Illex Argentinus, King Prawn, Mackerel, Merluccius Hubbsi, Monkfish, Monodon(Black Tiger Shrimp), Norway Lobsters, Octopus Vulgaris, Peeled Prawn, Pejerrey, Pink Fish, Pomfret, Prawn, Red Shrimp, Scallops, Scophthalmus Maximus, Shrimp, Squid, Toothfish, Triglidae, Turbot, Vannamei Shrimp, White Shrimp","Angola, Argentina, Boulogne-Sur-Mer, Catarroja, Champerico, Coruna, Ecuador, Guatemala, India, Ireland, Lima, Lorient, Lugo, Mozambique, Namibia, Nicaragua, Oia, Paterna, Pontevedra, Spain, Uruguay, Us"
NUTRECO NV,ID_165,Netherlands,Feed,Yes,No,Yes,No,No,No,No,"Nutreco specializes in the production of animal nutrition, aquaculture feed, and processed meat products.",http://www.nutreco.com,,,,,,-0.8335423197,3,2,3,0,2,3,0.3690432224,2,5,"Cichlidae, Penaeidae, Salmo Salar","Ecuador, Honduras, And Peru, Norway"
OCEAN BEAUTY SEAFOODS,ID_166,United States of America,Wholesale/Distribution,No,No,No,Yes,Yes,Yes,Yes,"Ocean Beauty Seafoods is a processor, marketer, and distributor of seafood products, including smoked, canned, commodity, and value-added seafood like various salmon products, shrimp, sea scallops, Alaska cod, and canned crabs. The company operates in the US and Japan.",oceanbeauty.com,,,,,,,1,1,2,1,2,3,0.8117124673,12,54,"Alaska Cod, Alaska Flatfish, Alaska Halibut, Alaska Sablefish, American/Maine/Canadian Lobster, Atlantic Salmon, Bairdi Crab, Black Tiger Prawn, Butter Sole, Calamari, Cichlidae, Clam, Coho Salmon, Coho/Silver Salmon, Flathead Sole, Groundfish, Halibut, Keta/Dog/Chum Salmon, King Crab, King/Chinook Salmon, Lingcod, Lobsters, Loligo Squid, Mahi, Manilla Clams, Mussel, Oysters, Pacific Cod, Pacific Ocean Perch, Petrale Sole, Pink/Humpie/Humpback Salmon, Rex Sole, Rock Prawn, Rock Sole, Rock/Spiny/Red/Warmwater/Coldwater Lobster, Rockfish, Scallops, Scottish Atlantic Salmon, Sea/Bay Scallops, Seabass, Shortraker, Shrimp, Snow Crab, Sockeye/Red/Blueback Salmon, Spot/California/Stripe Prawn, Squid, Swordfish, Tilapia, Wild Alaska Pollock, Wild Sockeye Salmon, Yelloweye, Yellowfin Tuna","Alaska, Usa, Idaho, Japan, Montana, Nevada, Oklahoma, Oregon, Texas, Utah, Washington, Western Usa, Wyoming"
OCEAN HARVEST TECHNOLOGY,ID_167,Ireland,Feed,Yes,No,No,Yes,Yes,Yes,No,Ocean Harvest Technology is a UK-based company that processes globally-sourced seaweed species into nutritional food products for animals and fish.,oceanharvesttechnology.com,3.641329968,5.579298068,,-107.826905107,12.161071484,1.077364627,1,2,2,1,1,2,0.3623521702,7,9,"Pangasius Catfish, Penaeidae, Salmo, Salmon, Seaweed, Shrimp, Ulva, Ulva Lactuca","Asia, Ireland, North Atlantic, Southeast Asia, United Kingdom, United Kingdom, Vietnam, Ireland, Vietnam"
OCEANA GROUP LIMITED,ID_168,South Africa,Integrated,Yes,Yes,No,Yes,Yes,No,No,"Oceana Group is a South African fishing company involved in the fishing, processing, and global distribution of canned fish, fish oil, and fish meal to 41 countries.",http://www.oceana.co.za,542.614227408,353.821430338,15.79365886,14.014511295,651.578506891,1.583120604,2,2,3,1,1,2,0.4679020616,8,14,"Anchovy, Brevoortia Patronus, Gulf Menhaden, Hake, Lobster, Loligo Reynaudii, Merluccius, Palinuridae, Pilchard, Sardinops Sagax, Squid, Trachurus","Europe, Europe, United Kingdom, Australia, Namibia, Namibia, South Africa, Southern African Development Community (Sadc) Region, Usa (Gulf Of Mexico), Usa, Hong Kong, Japan, West Africa, Southern Africa, Central Africa"
OKEANRYBFLOT,ID_169,Russian Federation,Fishing,Yes,Yes,No,Yes,Yes,No,No,"Okeanrybflot is a company specializing in wild-catch fishing within Eastern Russian waters, focusing on the harvest of Alaska pollock and other marine species.",okeanrybflot.ru,,,,,,,1,1,2,1,1,2,0.5447219891,4,11,"Char Fish, Clupea Pallasii, Cod, Gadus Chalcogrammus, Herring Fish, Ommastrephidae, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Salmon, Squid","Belarus, China, Cote D'ivoire, Denmark, France, Germany, Ghana, Japan, Kazakhstan, Lithuania, Netherlands, Nigeria, Poland, Russia, Singapore, South Korea, Thailand, United Kingdom, United States, Vietnam, Kamchatka, Okhotsk Sea, Bering Sea (Fao 61), Russia"
OLD CHANG KEE LTD,ID_170,Singapore,Foodservice,No,No,No,Yes,Yes,Yes,Yes,"Old Chang Kee Ltd. is a Singaporean food company specializing in the production and retail of various food items, most notably its signature curry puffs, alongside other seafood, chicken, traditional foods, and desserts.",http://oldchangkee.listedcompany.com,75.550427819,6.740392439,10.723802165,21.685882195,47.748149899,-0.7898627675,1,1,2,1,1,1,0.04061608877,2,3,"Crab, Prawn, Sotong","Malaysia, Singapore"
OMARSA,ID_171,China,Fishing,No,No,Yes,No,No,No,No,"Omarsa is an Ecuadorian, vertically integrated company specializing in the full cycle of shrimp production, including farming, processing, and global export.",https://www.skmic.sh.cn,,,,,,,2,3,3,0,2,0,,3,0,,"Durán, Ecuador, Global (Exports To 51 Countries, Including Eu, Usa, Canada, South America, Asia), Guayas Province (Chongón, Isla Puná, Isla Chupadores Grande, Puerto Inca Sectors), Ecuador"
OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA SA,ID_172,Ecuador,Integrated,No,Yes,Yes,Yes,No,Yes,No,"Omarsa is an Ecuadorian company specializing in the integrated operations of shrimp aquaculture, encompassing hatching, farming, processing, and exporting.",http://www.omarsa.com.ec,,,,,,,2,3,3,0,2,2,0.7080317789,2,2,"Protrachypene Precipua, Shrimp","Ecuador, Ecuador (From Fao 87, Pacific Ocean)"
ORCA BAY,ID_173,United States of America,Processing,No,No,No,Yes,Yes,No,No,"Orca Bay is a Seattle-based food processing company specializing in the distribution of crab, fish, value-added seafood, battered and breaded vegetables, and meat substitutes/vegan products throughout North America.",orcabayfoods.com,,,,,,,2,1,2,1,2,2,0.7474248097,5,26,"Alaskan Cod, Alaskan Halibut, Anoplopoma Fimbria, Chionoecetes Opilio, Cichlidae, Coryphaena Hippurus, Flounder, Gadus Chalcogrammus, Gadus Macrocephalus, Hippoglossus Stenolepis, King Crab, Mahi Mahi, Merluccius Productus, Oncorhynchus Gorbuscha, Oncorhynchus Keta, Oncorhynchus Nerka, Perch, Platichthys Flesus, Salmon, Sebastes, Shell Fish, Snow Crab, Swordfish, Tilapia, Tuna","Alaska, Usa, China, Seattle, Seattle, Washington, Usa, Taiwan"
OUG HOLDINGS INC,ID_174,Japan,Wholesale/Distribution,No,No,Yes,No,Yes,Yes,No,"OUG Holdings Inc., based in Osaka, Japan, specializes in the wholesale and retail of fresh fish, frozen seafood, and processed food products.",http://www.oug.co.jp,2201.262891046,50.405598764,0.9372833489,12.712355721,246.336911865,5.743982495,2,1,2,1,1,1,1,1,2,"Seriola Quinqueradiata, Thunnus Thynnus",Japan (Oita Prefecture)
OYANG CORP,ID_190,Republic of Korea,Integrated,No,Yes,Yes,Yes,No,Yes,No,Oyang Corp is a South Korean fishing company.,http://www.sajooy.com,293.900678815,13.178772822,4.964523751,5.614893121,128.932294134,3.451186684,2,1,2,1,1,2,0.1677076822,4,15,"Clupeidae, Gadidae, Gadus, Lutjanidae, Merlucciidae, Pleuronectidae, Scombridae, Shellfish","New Zealand, Pacific Ocean, New Zealand Sea, South Korea"
PACIFIC SEAFOOD,ID_175,United States of America,Integrated,Yes,Yes,Yes,Yes,Yes,Yes,No,"Pacific Seafood is a US-based, vertically integrated company engaged in the fishing, aquaculture, processing, and distribution of seafood, alongside its operations in beef, pork, and poultry.",pacificseafood.com,,,,,,,2,2,3,2,2,2,0.8131156283,40,40,"Alaska Pollock, Albacore Tuna, Atlantic Salmon, Catfish, Cichlidae, Clam, Coho Salmon, Flounder, Halibut, Keta Salmon, King Crab, King Salmon, Kumamoto Oyster, Lingcod, Mahi Mahi, Mussel, North Atlantic Lobster, Pacific Cod, Pacific Oyster, Pacific Rockfish, Pacific Whiting, Pink Salmon, Sablefish, Sardines, Scallop, Sea Bass, Shrimp, Snow Crab, Sockeye Salmon, Sole, Spiny Lobster, Squid, Steelhead, Swai, Swordfish, Tilapia, Wahoo, Yellowfin Tuna","Bay City, Boxley Springs, Brookings, Canada, Charleston, Coos Bay, Dallas, Eureka, Fresno, Galveston, Grays Harbor, Houston, Humboldt, Kodiak, Kona, Las Vegas, Los Angeles, Miami, Mukilteo, Nespelem, Newport, Nikiski, Phoenix, Portland, Quilcene, Sacramento, Salt Lake City, San Antonio, Seattle, Seward, Shelton, South Bend, Spokane, Tacoma, Ucluelet, Warrenton, Westport, Willapa, Woodland, Wrangell"
PACIFICAL,ID_176,Netherlands,Wholesale/Distribution,No,No,No,No,No,No,No,"Pacifical is focused on advancing the catch, processing, distribution, and promotion of MSC-certified sustainable free school skipjack and yellowfin tuna harvested from Exclusive Economic Zones of Pacific Island nations .",pacifical.com,,,,,,,2,3,3,2,2,3,1,11,5,"Bigeye Tuna, Katsuwonus Pelamis, Skipjack Tuna, Thunnus Albacares, Yellowfin Tuna","Federated States Of Micronesia, Kiribati, Marshall Islands, Melanesia, Micronesia, Nauru, Palau, Papua New Guinea, Solomon Islands, Tokelau, Tuvalu"
PAN FISH (SHANGHAI) LTD,ID_177,China,Processing,No,No,No,Yes,Yes,No,No,"Pan Fish (Shanghai) Ltd. is a Chinese food company specializing in the production and sale of frozen seafood products, including shrimp, fish, squid, crab, and prepared frozen seafood dishes like dumplings and spring rolls.",http://www.panfish.com.cn,,,,,,,2,1,1,1,2,1,0.5146504747,2,18,"Anoplopoma Fimbria, Boston Lobster, Chionoecetes Opilio, Cod, Flounder, Golden Butterfly Shrimp, Hoplostethus Atlanticus, King Crab, Mussel, Oysters, Pandalus Nipponensis, Peony Shrimp, Plectropomus Leopardus, Salmo Salar, Salmon, Scallops, Snow Crab, Vannamei Shrimp","China, Foreign Seas"
PAN GROUP JSC,ID_178,Viet Nam,Integrated,No,No,Yes,Yes,Yes,No,No,"The Pan Group manufactures and sells a diverse range of products, including seed, packaged rice, frozen seafood, confectionary, fish sauces, and cashews.",http://thepangroup.vn,669.634134606,178.780983,7.180870273,11.461073036,285.01790879,-1.10870685,1,2,3,1,1,1,0.6673430735,1,9,"Catfish, Clam, Meretrix Lyrata, Pangasius, Pangasius Hypophthalmus, Shellfish, Vietnamese Shrimp",Vietnam
PARLEVLIET & VAN DER PLAS,ID_179,Netherlands,Fishing,No,Yes,Yes,Yes,Yes,No,No,"Parlevliet & Van der Plas is a seafood conglomerate operating fishing and processing units across multiple international locations, including the Netherlands, Germany, France, Lithuania, the Faroes, Suriname, British Guiana, and Morocco.",pp-group.nl,,,,,,,1,1,1,1,2,2,0.7440316591,47,75,"Alaska Pollack, Albacore, Albacore Tuna, Atlantic Cod, Atlantic Herring Clupea Harengus, Atlantic Horse Mackerel, Atlantic Mackerel, Bigeye Tuna, Blue Whiting, Brown Shrimp, Chilean Scallop, Chinese Crayfish, Chub Mackerel, Cichlidae, Clupea Harengus, Cod, Dab, Deep Water Shrimp, Fjord Trout, Flounder, Gadus Morhua, Greater Silversmelt, Greenland Cod, Greenland Halibut, Haddock, Hake, Jack Mackerel, John Dory, Karikadi Shrimp, Mackerel, Melanogrammus Aeglefinus, Mussel, North Sea Herring, Northern Shrimp, Norweglan Shrimp, Octopodidae, Octopus, Oregon Pink Shrimp, Oysters, Pacific Cod, Pacific Hake, Pangasius, Penaeid Shrimp, Plaice, Pollachius Virens, Poovalan Shrimp, Rainbow Trout, Redfish, Rock Sole, Saithe, Salmon, Sardinella, Scallops, Scombridae, Seabass, Seabob Shrimp, Shellfish, Silver Smelt, Skipjack Tuna, Squid, Tilapia, Trout, Tub Gurnard, Turbot, Whiting, Yellow Tail Flounder, Yellow Tall Flounder, Yellowfin Sole, Yellowfin Tuna","Atlantic Ocean, British Guiana, Canada, Chili, China, Czech Republic, Denmark, Ecuador, Eu, Faroes, Finland, France, Germany, Greece, Greenland, Guatemala, Guyana, Honduras, Iceland, India, Indian Ocean, Indonesia, Ireland, Italy, Ivory Coast, Japan, Lithuania, Madagascar, Mexico, Morocco, Namibia, Netherlands, Nicaragua, North Sea, Northeast Arctic, Norway, Norwegian Sea, Poland, South Africa, South America, Suriname, Turkey, United Kingdom, Us, Venezuela, Vietnam, West Of Scotland"
PESQUERA EXALMAR SA,ID_180,Peru,Integrated,Yes,Yes,No,Yes,Yes,No,No,"Pesquera Exalmar SA is a fishing company involved in the extraction, processing, and marketing of marine resources. It produces fish meal and fish oil for export, as well as frozen seafood and value-added products like seafood mixtures, giant squid burgers, nuggets, and sticks.",http://www.exalmar.com.pe,,,17.049175579,10.64247223,,2.565238743,2,2,3,2,2,3,0.7917134898,2,8,"Anchoveta, Dosidicus Gigas, Engraulis Ringens, Mackerel, Scomber Japonicus, Squid, Trachurus Murphyi","Peru, Peru (Fao Area 87)"
PHARMAQ LTD,ID_181,United Kingdom,Other,No,No,No,No,No,No,No,"Pharmaq, a subsidiary of Zoetis since 2015, is a pharmaceutical company that provides health products, therapeutics, and diagnostic services specifically for the fish farming industry.",http://pharmaq.no,,,,,,0,1,2,3,0,0,0,0.8462738754,9,8,"Dicentrarchus Labrax, Oreochromis, Pangasius Hypophthalmus, Salmo Salar, Sparus Aurata","Canada, Chile, Colombia, Ireland, Mediterranean (Specifically Turkey And Spain), Norway, Sub-Saharan Africa, United Kingdom, Vietnam"
PINGTAIRONG OCEAN FISHERIES,ID_289,China,Integrated,No,Yes,No,Yes,Yes,Yes,No,Chinese distant‑water fishing company Pingtairong Ocean Fisheries operates large high‑seas vessels targeting species such as squid and tuna/,www.ptrcn.com,,,,,,,1,2,2,2,1,3,1,2,3,"Thunnus Alalunga, Thunnus Albacares, Thunnus Obesus","China, Pacific Ocean"
PINGTAN MARINE ENTERPRISE,ID_290,China,Integrated,No,Yes,No,Yes,Yes,Yes,No,"Pingtan Marine Enterprise Ltd. is a China-based deep-sea fishing company operating fleets in international waters, including the Indian EEZ, Indo-Pacific waters, and the Arafura Sea. The company supplies frozen seafood, primarily ribbon fish, croaker, squid, and shrimp, to distributors, restaurants, and exporters.",no website,,,,,,,1,1,1,1,1,1,0.7088385453,4,6,"Dosidicus Gigas, Illex Argentinus, Sardina, Sthenoteuthis Oualaniensis","Ecuador (Galapagos Marine Reserve), India (Bay Of Bengal), International Waters, Prc"
POLAR SEAFOOD,ID_182,Denmark,Integrated,No,Yes,No,Yes,Yes,No,Yes,Polar Seafood is a leading seafood exporter in Scandinavia and the largest privately-owned company operating in Greenland.,http://www.polarseafood.dk,,,,,,-0.08365737648,1,1,2,1,1,2,0.5671741576,5,24,"Alaska Salmon, Atlantic Salmon, Capelin, Finfish, Gadus, Greenland Halibut, Haddock, Herring, Japan Shrimp, King Crab, Mackerel, Mussel, Pandalus Borealis, Prawn, Redfish, Reinhardtius Hippoglossoides, Saithe, Scampi, Shellfish, Shrimp, Snow Crab, Trout, Tuna","Arctic Ocean (Off West Greenland), Denmark, Greenland, Greenland, Denmark, Norway, North Atlantic Ocean (Off Greenland And Canada)"
PP PRIME PUBLIC COMPANY LIMITED,ID_183,Thailand,Feed,Yes,No,No,No,Yes,Yes,No,"PP Prime Public Company Limited is a Thailand-based, publicly traded company primarily focused on the production and distribution of aquatic animal feed and pet food. It also operates a power plant for electricity generation and distribution.",ppprime.co.th,20.55322369,,-17.868610116,-45.13130085,15.593143502,-1.445958051,1,1,2,0,1,1,0.2074158464,1,9,"Catfish, Cichlidae, Frog, Gourami, Prawn, Shrimp, Snapper, Tilapia",Thailand
PRINCES,ID_184,United Kingdom,Processing,No,No,No,Yes,Yes,Yes,No,"Princes is a major UK-based food and drink group that processes a variety of seafood products, including tuna, mackerel, and salmon. The company distributes these products globally through retailers and direct retail channels, utilizing both its own brands and private labels.",https://www.princes.co.uk,,,,,,2.116678549,2,3,3,2,2,3,0.5559093854,11,13,"Anchovy, Katsuwonus Pelamis, Kipper, Mackerel, Oncorhynchus Gorbuscha, Oncorhynchus Nerka, Salmon, Sardina Pilchardus, Sardines, Scombridae, Thunnus Albacares, Tuna","Alaska, Atlantic Ocean, Europe, Indian Ocean, Maldives, Mauritius, Morocco, New Zealand, North East Atlantic, Pacific Ocean, Senegal"
PROGIFT,ID_185,China,Processing,No,No,Yes,No,No,No,No,"Progift is a China-based company and one of the world's largest suppliers of tilapia fingerlings, with an annual production capacity of 1 billion fingerlings (equivalent to 450,000 tonnes).",http://www.progift.net.cn,,,,,,,2,1,2,0,0,0,0.5399203645,2,7,"Cichlidae, Oreochromis, Oreochromis Aureus, Oreochromis Niloticus, Red Tilapia, Tilapia","China, China (Hainan And Guangdong Provinces)"
PROXIMAR SEAFOOD AS,ID_186,Norway,Aquaculture,No,No,Yes,Yes,No,No,No,"Proximar Seafood AS is a land-based aquaculture company specializing in Atlantic salmon farming. Its facility in Oyama has a production capacity of 5,300 tonnes of head-on-gutted salmon.",proximarseafood.com,0.3264870428,29.06190678,,-35.767753883,150.445427147,-21.053551448,3,3,3,0,2,3,1,4,2,"Atlantic Salmon, Salmo Salar","Iceland, Japan, Norway, Oyama, Japan"
PT ANEKA TUNA INDONESIA,ID_187,Indonesia,Processing,No,Yes,No,Yes,Yes,No,No,"PT. Aneka Tuna Indonesia is an Indonesian company specializing in the production and global sale of canned tuna, distributing products domestically and internationally to markets including Japan, Europe, the Middle East, Australia, Canada, and Africa.",https://www.tunaindonesia.com,,,,,,,1,1,2,2,2,2,0.7808318001,3,10,"Albacore, Albacore Tuna, Bonito, Katsuwonus Pelamis, Skipjack, Skipjack Tuna, Thunnus Albacares, Tongol, Yellowfin, Yellowfin Tuna","Indian Ocean, Indonesia, Pacific Ocean"
PT BALI MAYA PERMAI,ID_188,Indonesia,Processing,No,No,No,Yes,Yes,Yes,No,"PT. Bali Maya Permai Food Canning Industry, established in 1978, is an Indonesian company specializing in the production of canned sardines, tuna, and mackerel.",http://bmpfood.co.id,,,,,,,1,2,2,1,1,1,0.8182117697,3,6,"Katsuwonus Pelamis, Mackerel, Sardinella Longiceps, Sardines, Scomber Japonicus, Tuna","Indonesia, Indonesia (Bali Strait), United States"
PT BUMI MENARA INTERNUSA (BMI),ID_189,Indonesia,Processing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"PT. Bumi Menara Internusa, established in 1987 and operational since 1989, specializes in the processing and export of various commodities.",,,,,,,,1,2,3,1,2,2,0.6877779823,2,85,"Abalone, Albacore, Albacore Tuna, Anchovy, Baronang, Baronang Lada, Barracuda, Barramundi, Bawal Hitam, Bawal Putih, Belanak, Bivalve, Bonito, Cacalung Fish, Capelin, Carrageenan��, Cat Fish, Catfish, Cendro, Cephalopod, Cichlidae, Clam, Cobia, Crab, Crustacea, Cucumber, Cucut Gergaji, Cucut Mako, Demersal Fish, Duck Grouper Fish, Echinodermata, Escolar, Fish, Fish Roe, Frog, Goldfish, Gurame Fish, Hairtail Fish, Himego, Jellyfish, King Fish, Lencam Fish, Lobster, Mackerel, Mahi Mahi, Marlin, Milkfish, Mollusca, Mud Grouper Fish, Mussel, Nobashi, Octopodidae, Octopus, Oilfish, Parrot Fish, Patin, Pelagic Fish, Prawn, Red Mullet, Red Snapper, Sailfish, Salmon, Sand Goby, Scallop, Sea Dragon, Sea Urchin, Seaweed, Shark, Shell, Shellfish, Shrimp, Skipjack Tuna, Snail, Snapper, Squid, Squilla Mantis, Stingray, Swordfish, Thunnus Albacares, Tiger Grouper, Tilapia, Tuna, Wahoo, White Fish, White Pomfret Fish","Indonesia (Sourced From Pt Ketah Makmur In Situbondo, East Java), Indonesia (Western And Central Pacific Ocean)"
PT INTI LAUTAN FAJAR ABADI TBK (ILFA),ID_191,Indonesia,Processing,No,No,No,Yes,Yes,Yes,Yes,PT. Inti Lautan Fajar Abadi Tbk (ILFA) is an Indonesia-based supplier of demersal and pelagic fish products.,https://intanseafood.com,,,,,,,2,2,2,1,1,1,0.5593554326,2,32,"Acanthocybium Solandri, Albacore, Albacore Tuna, Bigeye, Cobia, Croaker, Emperor, Epinephelus, Frying-Pan Snapper, Goldband Snapper, Grouper, Javelin Fish, Katsuwonus Pelamis, Lates Calcarifer, Lethrinus, Lutjanus, Mahi Mahi, Parrotfish, Pearl Perch, Pinjalo Snapper, Pristipomoides Multidens, Skipjack, Skipjack Tuna, Snapper, Sweetlip, Swordfish, Thunnus Albacares, Uroteuthis, Wahoo, Xiphias Gladius, Yellowfin, Yellowfin Tuna","Indonesia, United States, Australia, Vietnam, Canada, China, Eu"
PT NUTRINDO FRESFOOD,ID_192,Indonesia,Processing,No,Yes,No,Yes,Yes,No,No,"PT. Nutrindo Fresfood Internasional is an Indonesian tuna processing company, established in 2002 in Bitung, North Sulawesi, specializing in the production of various ultra-frozen tuna cuts such as saku, slice, kiriotoshi, block, steak, and kirimi.",nutrindo.com,,,,,,,1,2,3,2,2,3,1,2,3,"Skipjack Tuna, Thunnus Albacares, Yellowfin Tuna","Bitung, North Sulawesi, Indonesia, Indonesia Western And Central Pacific Ocean"
PT SEKAR BUMI TBK,ID_193,Indonesia,Processing,Yes,No,Yes,Yes,Yes,Yes,Yes,"PT Sekar Bumi, Tbk. is an Indonesia-based manufacturer of frozen food products, specializing in value-added frozen seafood (shrimp, fish, squid, and other marine products) and frozen processed foods. The company also produces and distributes meat (beef and chicken), vegetables, and cashew nuts.",sekarbumi.com,143.128773312,15.273244977,-3.033958432,-7.819107872,70.36008618,-8.320559288,1,1,2,1,1,1,0.04153612885,4,4,"Shellfish, Shrimp, Squid","Indonesia, Sumbawa, Ntb, Indonesia, United States, Europe (United Kingdom, France, Netherlands, Belgium, Spain, Germany, Italy, Denmark, Norway), Asia & Oceania (Japan, China, South Korea, The Philippines, Hong Kong, Taiwan, Malaysia, Singapore, United Arab Emirates, Australia, New Zealand), United States, Europe, Asia & Oceania"
PT SINAR PURE FOODS INTERNATIONAL (SPFI),ID_194,Indonesia,Processing,No,Yes,No,Yes,Yes,Yes,No,"PT. Sinar Pure Foods International (SPFI), based in Bitung, North Sulawesi, Indonesia, is a tuna cannery specializing in Skipjack, Yellowfin, and Bonito varieties.",http://ptsinarpurefoods.com,,,,,,,1,1,2,2,1,3,0.927105095,2,7,"Bonito, Katsuwonus Pelamis, Skipjack, Skipjack Tuna, Thunnus Albacares, Yellowfin, Yellowfin Tuna","Bitung, North Sulawesi, Indonesia., Indonesia Western And Central Pacific Ocean."
QINGDAO OCEAN FISHERY,ID_291,China,Fishing,No,Yes,No,Yes,Yes,No,No,"Qingdao Ocean Fishery Co., Ltd. is a Chinese distant-water fishing company, part of Shandong Xinfa Holding Co., Ltd. Established in 2012, it specializes in ocean fishing, operating a fleet of large double-deck trawlers and tuna longline vessels for long-duration offshore operations, and is also developing its sales and overseas base network.",en.qofgroup.com,,,,,,,1,1,1,1,1,1,0.02734958866,3,2,Shellfish,"Atlantic Ocean, Pacific Ocean, Indian Ocean, Qingdao, China, Southwest Atlantic Ocean"
QL RESOURCES,ID_195,Malaysia,Integrated,No,Yes,Yes,Yes,Yes,Yes,No,"QL Resources is an integrated agro-based business group with diverse operations, including marine product manufacturing, consumer food production, integrated livestock farming, retail, and involvement in palm oil and environmental technology.",https://www.qlendau.com.my,1453.545457248,1268.312254436,10.76525929,15.640126914,3389.134626984,0.9196240147,2,2,2,1,2,1,0.7389855463,6,23,"Atlantic Salmon, Barramundi, Bigeye Scad, Black Pomfret, Bonito, Coho Salmon, Crawfish, Fish, Frigate, Hardtail Scad, Hybrid Grouper, Indian Mackerel, Pacific Mackerel, Pelagic Fish, Penaeidae, Prawn, Round Scad, Snubnose Pompano, Snubnose Dart, Threadfin, Tiger Prawn, Tonggol, Yellowtail Scad","Endau, Johor, Malaysia, Hutan Melintang, Perak, Malaysia, Kudat, Sabah, Malaysia, South China Sea, Surabaya, Indonesia, Tuaran, Sabah, Malaysia"
RAPALA VMC OYJ,ID_196,Finland,Other,No,No,No,No,No,No,No,"This company manufactures and sells a broad range of fishing gear, including lines, rods, lures, hooks, floats, knives, clothing, and accessories.",http://www.rapalavmc.com,237.75562824,30.176130343,4.822565121,-2.169283208,172.87417767,3.833335668,2,3,3,0,0,0,,0,0,,
RARE FOOD AUSTRALIA,ID_197,Australia,Aquaculture,No,Yes,Yes,Yes,Yes,Yes,Yes,Ocean Grown Abalone Ltd (Rare Food Australia) specializes in the aquaculture of premium abalone using innovative ocean-based farming techniques for global distribution.,https://rarefoodsaustralia.com.au,3.398460871,,,-39.270892117,3.952143499,-0.3926809445,3,3,3,0,2,3,1,4,3,"Greenlip Abalone, Haliotis Laevigata, Haliotis Roei","Australia, Bremer Bay, Western Australia, Australia, Flinders Bay, Augusta, Western Australia, Australia, Western Australia, Australia"
