COMPANY_NAME,CATEGORY,ASSESSMENT_TEXT
DALIAN HAIYANGDAO AQUATIC PRODUCTS GROUP CO LTD,Management Governance,"Poor. While there is evidence of collaboration with a local university on aquaculture research, there is no publicly available information on board-level oversight for sustainability or advocacy for better fisheries management. "
DALIAN HAIYANGDAO AQUATIC PRODUCTS GROUP CO LTD,Ocean Health,Average. The company makes general claims about the pristine environment of its marine ranch but provides no third-party assessments or data to verify these claims. There are no publicly available targets for ocean health protection but the scallops farmed by the company appear to be ASC certified.
DALIAN HAIYANGDAO AQUATIC PRODUCTS GROUP CO LTD,Stock Sustainability,Not applicable. The company is focused on farming scallops.
DALIAN HAIYANGDAO AQUATIC PRODUCTS GROUP CO LTD,Transparency,"Poor. There is a significant lack of public disclosure regarding a comprehensive list of species, sourcing locations, traceability systems, and certifications. The company does not publish any sustainability reports or detailed information about its sourcing impacts."
DALIAN RICH,Compliance Enforcement,"Poor. While the company holds certifications that have standards against IUU fishing, it lacks a public policy on this issue. In addition, allegations of links to forced labor in its supply chain, as reported by The Outlaw Ocean Project, raise serious concerns about its compliance and enforcement mechanisms."
DALIAN RICH,Fishing Practices,"Poor. As a processor and trader, the company does not provide any public information about the fishing methods, bycatch, or ghost fishing in its supply chains. This lack of disclosure prevents any assessment of the environmental impact of the fisheries it sources from."
DALIAN RICH,Management Governance,"Poor. No information could be found on the company's governance structure for sustainability, board-level oversight, or advocacy for better fisheries management. While there is mention of collaboration with universities, its purpose does not appear to be focused on sustainability."
DALIAN RICH,Ocean Health,"Poor. There is a complete lack of publicly available information regarding the company's impact on marine ecosystems and biodiversity. The company does not publish any environmental impact assessments, nor does it set any public targets for ocean health protection."
DALIAN RICH,Stock Sustainability,"Average. The company's MSC and ASC certifications provide some assurance that a portion of its seafood comes from sources that are assessed for sustainability. However, without knowing the proportion of certified products, and with no information on the status of the remaining sourced stocks, it is difficult to give a higher rating. "
DALIAN RICH,Transparency,"Poor. The company discloses very little information about its sourcing and operations. There is no public list of sourced species and their origins, no detailed information on traceability systems, and no disclosure of the proportion of certified products, which is fundamental for a company of this scale."
